support,itemsets,length
0.049662632829786654,STRAWBERRY CERAMIC TRINKET BOX,1
0.07244516076160297,ASSORTED COLOUR BIRD ORNAMENT,1
0.05001775616685333,HOME BUILDING BLOCK WORD,1
0.04056601196492474,LOVE BUILDING BLOCK WORD,1
0.039801130931242656,SCOTTIE DOG HOT WATER BOTTLE,1
0.02018739585325211,HEART IVORY TRELLIS LARGE,1
0.03952795913349906,CHOCOLATE HOT WATER BOTTLE,1
0.03116890212254487,HANGING HEART ZINC T-LIGHT HOLDER,1
0.027399131313683177,PINK BLUE FELT CRAFT TRINKET BOX,1
0.04758652716693529,BAKING SET 9 PIECE RETROSPOT,1
0.028491818504657578,RED TOADSTOOL LED NIGHT LIGHT,1
0.026115223864288252,RED WOOLLY HOTTIE WHITE HEART.,1
0.13352637473707216,WHITE HANGING HEART T-LIGHT HOLDER,1
0.04042942606605294,VINTAGE SNAP CARDS,1
0.02933865107766274,BATHROOM METAL SIGN,1
0.024284972819406125,LADIES & GENTLEMEN METAL SIGN,1
0.0335454967629142,JUMBO BAG PINK VINTAGE PAISLEY,1
0.04908897205452509,LUNCH BAG CARS BLUE,1
0.04619335099844292,PAPER CHAIN KIT 50'S CHRISTMAS,1
0.044554320211981316,RED HANGING HEART T-LIGHT HOLDER,1
0.04329772994236075,LUNCH BAG WOODLAND,1
0.039391373234627255,VICTORIAN GLASS HANGING T-LIGHT,1
0.035457699347119405,HOT WATER BOTTLE TEA AND SYMPATHY,1
0.02892889338104734,LUNCH BAG RED SPOTTY,1
0.02209959843745732,CREAM SWEETHEART MINI CHEST,1
0.021553254841970116,ANTIQUE SILVER TEA GLASS ETCHED,1
0.04821482230174557,60 TEATIME FAIRY CAKE CASES,1
0.04310650968394023,PACK OF 60 PINK PAISLEY CAKE CASES,1
0.04843335973994045,WOODEN FRAME ANTIQUE WHITE,1
0.03168792853825771,PACK OF 72 RETRO SPOT CAKE CASES,1
0.02876499030240118,WOOD 2 DRAWER CABINET WHITE FINISH,1
0.027371814133908816,WOOD S/3 CABINET ANT WHITE FINISH,1
0.02278252793181632,FAWN BLUE HOT WATER BOTTLE,1
0.033436228043816754,PINK CREAM FELT CRAFT TRINKET BOX,1
0.03198841751577567,SWEETHEART CERAMIC TRINKET BOX,1
0.027235228235037014,JUMBO STORAGE BAG SKULLS,1
0.02016007867347775,WHITE SKULL HOT WATER BOTTLE,1
0.02901084492037042,WOODLAND CHARLOTTE BAG,1
0.028683038763078098,VINTAGE HEADS AND TAILS CARD GAME,1
0.0468216461332532,JUMBO STORAGE BAG SUKI,1
0.03551233370666813,HAND OVER THE CHOCOLATE   SIGN,1
0.021881060999262437,CHOCOLATE THIS WAY METAL SIGN,1
0.03398257163930396,ZINC METAL HEART DECORATION,1
0.026497664381129292,NO SINGING METAL SIGN,1
0.02248203895429836,GRAND CHOCOLATECANDLE,1
0.022372770235200918,RIBBON REEL STRIPES DESIGN,1
0.021963012538585517,PARTY METAL SIGN,1
0.037834293987488735,GIN + TONIC DIET METAL SIGN,1
0.03717868167290409,6 RIBBONS RUSTIC CHARM,1
0.033463545223591115,COOK WITH WINE METAL SIGN,1
0.024940585133990768,GREY HEART HOT WATER BOTTLE,1
0.023738629223918922,WOODEN BOX OF DOMINOES,1
0.0234108230666266,DOORMAT HEARTS,1
0.023356188707077882,POTTERING IN THE SHED METAL SIGN,1
0.020706422268964953,KNITTED UNION FLAG HOT WATER BOTTLE,1
0.023574726145272763,EDWARDIAN PARASOL NATURAL,1
0.021525937662195755,EDWARDIAN PARASOL BLACK,1
0.021498620482421394,SET/5 RED SPOTTY LID GLASS BOWLS,1
0.020870325347611112,RED GINGHAM ROSE JEWELLERY BOX,1
0.0507280028409867,REX CASH+CARRY JUMBO SHOPPER,1
0.02005080995438031,PACK OF 12 HEARTS DESIGN TISSUES,1
0.05455240800939711,LUNCH BAG  BLACK SKULL.,1
0.030841095965252547,CREAM HEART CARD HOLDER,1
0.02802742644849346,FELTCRAFT BUTTERFLY HEARTS,1
0.025131805392411288,JUMBO BAG OWLS,1
0.024995219493539486,JUMBO BAG WOODLAND ANIMALS,1
0.022645942032944517,3 STRIPEY MICE FELTCRAFT,1
0.021334717403775235,SET/20 RED SPOTTY PAPER NAPKINS,1
0.039582593493047775,JUMBO  BAG BAROQUE BLACK WHITE,1
0.045291884065889035,WOODEN PICTURE FRAME WHITE FINISH,1
0.030622558527057666,VINTAGE UNION JACK BUNTING,1
0.025131805392411288,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1
0.056737782391345915,PARTY BUNTING,1
0.03212500341464747,72 SWEETHEART FAIRY CAKE CASES,1
0.041358210178381184,JUMBO BAG STRAWBERRY,1
0.03157865981916027,PACK OF 72 SKULL CAKE CASES,1
0.030950364684349987,PACK OF 60 DINOSAUR CAKE CASES,1
0.030048897751796106,COLOUR GLASS T-LIGHT HOLDER HANGING,1
0.022427404594749636,SINGLE HEART ZINC T-LIGHT HOLDER,1
0.021280083044226513,BEWARE OF THE CAT METAL SIGN,1
0.02578741770699593,SET OF 3 HEART COOKIE CUTTERS,1
0.022236184336329116,SET OF 3 BUTTERFLY COOKIE CUTTERS,1
0.026989373617067772,STRAWBERRY CHARLOTTE BAG,1
0.02240008741497528,HOT BATHS METAL SIGN,1
0.022263501516103477,HANGING JAM JAR T-LIGHT HOLDER,1
0.025186439751960006,CHILLI LIGHTS,1
0.032480126751714154,FELTCRAFT 6 FLOWER FRIENDS,1
0.022263501516103477,BLUE HARMONICA IN BOX,1
0.024148386920534323,RED  HARMONICA IN BOX,1
0.029693774414729424,HANGING HEART JAR T-LIGHT HOLDER,1
0.022126915617231676,PINK HAPPY BIRTHDAY BUNTING,1
0.026907422077744693,ROUND SNACK BOXES SET OF 4 FRUITS,1
0.03125085366186795,ROUND SNACK BOXES SET OF4 WOODLAND,1
0.022072281257682957,SPACEBOY BIRTHDAY CARD,1
0.027672303111426776,RECYCLING BAG RETROSPOT,1
0.026524981560903653,JUMBO BAG SPACEBOY DESIGN,1
0.04589286202092496,JUMBO SHOPPER VINTAGE RED PAISLEY,1
0.020924959707159834,METAL SIGN TAKE IT OR LEAVE IT,1
0.038216734504329775,PLEASE ONE PERSON METAL SIGN,1
0.024885950774442046,PACK OF 60 SPACEBOY CAKE CASES,1
0.05119239489715082,LUNCH BAG SPACEBOY DESIGN,1
0.029311333897888384,LUNCH BAG SUKI  DESIGN,1
0.028382549785560138,SMALL POPCORN HOLDER,1
0.044718223290627475,NATURAL SLATE HEART CHALKBOARD,1
0.02535034283060617,GUMBALL COAT RACK,1
0.022072281257682957,WHITE WOOD GARDEN PLANT LADDER,1
0.021061545606031632,FELTCRAFT CUSHION OWL,1
0.02595132078564209,PACK OF 6 BIRDY GIFT TAGS,1
0.02013276149370339,MEMO BOARD RETROSPOT  DESIGN,1
0.024121069740759962,BAKING SET SPACEBOY DESIGN,1
0.09061108531155243,REGENCY CAKESTAND 3 TIER,1
0.02289179665091376,WOODEN SCHOOL COLOURING SET,1
0.030048897751796106,PLASTERS IN TIN CIRCUS PARADE,1
0.02338350588685224,PLASTERS IN TIN STRONGMAN,1
0.03157865981916027,PLASTERS IN TIN SPACEBOY,1
0.029966946212473023,PLASTERS IN TIN WOODLAND ANIMALS,1
0.027071325156390855,PLASTERS IN TIN VINTAGE PAISLEY,1
0.024722047695795887,PLASTERS IN TIN SKULLS,1
0.026880104897970332,RED RETROSPOT CAKE STAND,1
0.021799109459939355,STRAWBERRY LUNCH BOX WITH CUTLERY,1
0.02862840440352938,WOOD BLACK BOARD ANT WHITE FINISH,1
0.027781571830524217,CLOTHES PEGS RETROSPOT PACK 24,1
0.04859726281858661,HEART OF WICKER SMALL,1
0.04761384434670964,HEART OF WICKER LARGE,1
0.021334717403775235,RED KITCHEN SCALES,1
0.029092796459693503,IVORY KITCHEN SCALES,1
0.07135247357062857,JUMBO BAG RED RETROSPOT,1
0.02614254104406261,CHARLOTTE BAG SUKI DESIGN,1
0.023875215122790724,DOORMAT UNION FLAG,1
0.030267435189990987,SPACEBOY LUNCH BOX,1
0.027262545414811375,DOLLY GIRL LUNCH BOX,1
0.02084300816783675,LUNCH BOX I LOVE LONDON,1
0.03488403857185784,RECIPE BOX PANTRY YELLOW DESIGN,1
0.023820580763242002,LUNCH BAG DOLLY GIRL DESIGN,1
0.024667413336247165,JAM MAKING SET PRINTED,1
0.02884694184172426,ROSES REGENCY TEACUP AND SAUCER,1
0.02548692872947797,GREEN REGENCY TEACUP AND SAUCER,1
0.02037861611167263,PINK REGENCY TEACUP AND SAUCER,1
0.02890157620127298,HAND WARMER OWL DESIGN,1
0.02565083180812413,HAND WARMER SCOTTY DOG DESIGN,1
0.024776682055344605,HAND WARMER BIRD DESIGN,1
0.022263501516103477,HOT WATER BOTTLE I AM SO POORLY,1
0.027399131313683177,SET/5 RED RETROSPOT LID GLASS BOWLS,1
0.024284972819406125,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1
0.033682082661785996,PAPER CHAIN KIT VINTAGE CHRISTMAS,1
0.021881060999262437,60 CAKE CASES VINTAGE CHRISTMAS,1
0.0288196246619499,JUMBO BAG PINK POLKADOT,1
0.031278170841642305,RETROSPOT TEA SET CERAMIC 11 PC,1
0.030076214931570464,LUNCH BAG PINK POLKADOT,1
0.020706422268964953,DOORMAT RED RETROSPOT,1
0.036823558335837406,PACK OF 72 RETROSPOT CAKE CASES,1
0.04152211325702734,LUNCH BAG RED RETROSPOT,1
0.024312289999180486,SET/20 RED RETROSPOT PAPER NAPKINS,1
0.024803999235118966,RED RETROSPOT CHARLOTTE BAG,1
0.03125085366186795,ALARM CLOCK BAKELIKE RED,1
0.02843718414510886,ALARM CLOCK BAKELIKE GREEN,1
0.021088862785805993,ALARM CLOCK BAKELIKE PINK,1
0.022263501516103477,RETROSPOT HEART HOT WATER BOTTLE,1
0.021580572021744474,HAND WARMER UNION JACK,1
0.024667413336247165,JAM MAKING SET WITH JARS,1
0.031305488021416666,SET OF 3 CAKE TINS PANTRY DESIGN,1
0.023656677684595843,SET OF 4 PANTRY JELLY MOULDS,1
0.024558144617149724,LUNCH BAG SUKI DESIGN,1
0.023656677684595843,LUNCH BAG APPLE DESIGN,1
0.02054251919031879,JUMBO BAG ALPHABET,1
0.027399131313683177,SPOTTY BUNTING,1
0.021088862785805993,JUMBO BAG VINTAGE LEAF,1
0.021881060999262437,RABBIT NIGHT LIGHT,1
0.02065178790941623,GARDENERS KNEELING PAD KEEP CALM,1
0.021471303302647033,"HOME BUILDING BLOCK WORD, LOVE BUILDING BLOCK WORD",2
0.02024203021280083,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",2
0.031496708279837186,"RED HANGING HEART T-LIGHT HOLDER, WHITE HANGING HEART T-LIGHT HOLDER",2
0.02010544431392903,"60 TEATIME FAIRY CAKE CASES, PACK OF 60 PINK PAISLEY CAKE CASES",2
0.022318135875652196,"STRAWBERRY CERAMIC TRINKET BOX, SWEETHEART CERAMIC TRINKET BOX",2
0.02002349277460595,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",2
0.027125959515939574,"WOODEN FRAME ANTIQUE WHITE, WOODEN PICTURE FRAME WHITE FINISH",2
0.021143497145354715,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",2
0.023738629223918922,"HEART OF WICKER LARGE, HEART OF WICKER SMALL",2
0.020296664572349552,"GREEN REGENCY TEACUP AND SAUCER, ROSES REGENCY TEACUP AND SAUCER",2
